ra_rad,dec_rad,magnitude,bv
5.5307768946,0.2732951226,6.270,1.008
5.5448338431,-0.1632593856,6.270,1.161
5.5566037192,0.2789454229,6.270,0.238
5.6430774437,0.8003035192,6.270,1.805
5.7135437787,0.3571370522,6.270,-0.097
5.7260022251,0.3712867262,6.270,1.601
5.9579851911,0.3380102581,6.270,1.057
6.0274249882,-0.3977760920,6.270,0.126
0.0013876607,-0.7730161236,6.280,0.763
0.1262936635,0.6440211579,6.280,0.916
0.2135650750,-0.8150277032,6.280,0.897
0.2403616877,0.8496004496,6.280,1.681
0.2761768534,-0.5153232628,6.280,0.932
0.2887938221,0.5616728758,6.280,1.308
0.3648790503,0.5977034846,6.280,0.829
0.4923813196,0.8984053758,6.280,0.050
0.5016116365,0.6480109076,6.280,1.169
0.6642980269,-0.6357764517,6.280,1.027
0.7289352999,0.6205462346,6.280,0.385
0.8231257468,0.1478480533,6.280,1.026
1.1528087806,-0.9960827317,6.280,0.659
1.1650704459,1.0050529044,6.280,0.063
1.1829834252,0.2636326273,6.280,1.725
1.2079810859,-0.5361089269,6.280,-0.095
1.2788687154,-1.2637524192,6.280,0.521
1.4700751208,-1.1616961634,6.280,-0.052
1.5333989456,0.5606816799,6.280,1.752
1.5515517931,-0.0835766110,6.280,0.056
1.5932911954,1.3192231542,6.280,1.512
1.6173332108,-0.7903197790,6.280,-0.012
1.6221317282,0.9188667447,6.280,0.141
1.7019149082,-1.1443817143,6.280,0.329
1.7512882068,0.2861929821,6.280,-0.016
1.7552472968,-0.6701853327,6.280,0.346
1.7636186232,0.9301896092,6.280,1.089
1.8132964172,0.1452861872,6.280,0.037
1.8356874075,-0.4972368766,6.280,0.449
1.9813096789,0.1844477275,6.280,0.022
2.0785942291,-0.5285654536,6.280,1.476
2.1010546323,-0.9678663240,6.280,-0.146
2.1096383201,-0.7495897147,6.280,1.008
2.1708733747,0.1547462953,6.280,0.980
2.1959830280,-0.6682181317,6.280,1.613
2.2015216208,1.4386881533,6.280,0.035
2.2448756516,-0.6564387352,6.280,1.562
2.3360418181,0.3007424972,6.280,2.975
2.4414596671,-0.9631856229,6.280,-0.099
2.5873086700,-0.4770363877,6.280,0.622
2.6705613164,-0.4992681134,6.280,0.019
2.9063906855,-0.8938340743,6.280,0.943
3.0161506671,-1.0695109382,6.280,0.473
3.0618533376,0.9629332468,6.280,1.491
3.1446632075,-0.3811362866,6.280,1.220
3.2880709005,0.4238180235,6.280,0.114
3.5794818469,0.9984610859,6.280,0.111
3.6748039529,0.7985484734,6.280,1.353
3.6853664942,0.0400994882,6.280,1.022
3.7763944434,0.6700851875,6.280,1.225
3.9148978643,-0.5088974906,6.280,-0.011
3.9917568364,-0.0960376983,6.280,1.473
4.0654106771,-0.3519442821,6.280,0.220
4.1655391556,0.1497551369,6.280,0.171
4.4243262901,-0.7329392668,6.280,0.462
4.4586803010,-0.3296148209,6.280,1.351
4.4727970848,-0.7941619328,6.280,0.074
4.5305309081,-0.2846959607,6.280,1.691
4.5503124985,-0.0416815320,6.280,0.680
4.6341123329,-0.8815780812,6.280,1.661
4.6990063725,0.1132322490,6.280,-0.015
4.7035018053,-0.6830611872,6.280,0.007
4.7165539404,0.2634321479,6.280,0.747
4.8201723446,-0.1234983832,6.280,1.161
4.8350104855,-0.4670020303,6.280,0.157
4.9007642990,1.2355682942,6.280,1.234
4.9398090477,0.7222738555,6.280,-0.083
4.9413409041,-0.4651436833,6.280,0.941
4.9740509200,0.3981884048,6.280,1.672
5.0053371002,-0.3270427759,6.280,-0.044
5.0235530590,-0.5149121452,6.280,-0.031
5.1646833869,0.9955831626,6.280,0.887
5.3060503386,0.6788983752,6.280,0.006
5.3185980662,-0.8327100958,6.280,1.657
5.4166770198,-0.7353731920,6.280,1.584
5.4413229576,-0.0434047993,6.280,1.558
5.6037242463,-1.2170858372,6.280,2.607
5.6684009066,-0.5878069175,6.280,0.949
5.6919156409,-0.6728685788,6.280,1.129
5.7002408696,0.4461673085,6.280,1.212
5.7691750136,-0.3124745723,6.280,1.002
5.8047547742,-0.0679646147,6.280,-0.006
5.9187968540,-0.7083015370,6.280,0.119
5.9202064660,0.6222520894,6.280,1.392
5.9432843144,-0.0890461464,6.280,1.569
5.9660567449,-0.5962345202,6.280,1.145
6.0106815277,0.0665012583,6.280,1.122
6.1203250944,0.3635296775,6.280,-0.033
6.2760020012,-0.2765907759,6.280,1.079
0.3410770678,0.8276299991,6.290,1.357
0.5519100582,0.0006175720,6.290,0.897
0.6277182406,0.9662991153,6.290,0.845
0.6914377337,0.6647809257,6.290,-0.029
0.7732465141,-0.5210730866,6.290,0.472
0.8422296864,-0.6273356957,6.290,-0.076
0.9045661603,0.2222727221,6.290,-0.025
0.9227951420,0.8588725190,6.290,0.067
0.9446722134,-1.3669955070,6.290,1.150
0.9526385501,0.9936632949,6.290,-0.099
0.9798481673,-0.9472604664,6.290,1.035
1.0884726721,1.0455930840,6.290,1.112
1.3099624839,-1.3665929623,6.290,1.517
1.4430488096,0.3920403007,6.290,1.180
1.5154321026,-0.6226300622,6.290,1.191
1.5312582594,0.8990990907,6.290,1.047
1.6564754013,-0.3857721989,6.290,1.473
1.8339073673,-0.0936746465,6.290,0.572
1.9090747823,-0.1165879381,6.290,1.624
1.9838271662,-0.8983998021,6.290,0.073
2.2708924507,0.3411212433,6.290,0.170
2.3038512511,-0.9224091487,6.290,-0.097
2.5964210665,1.0666775726,6.290,1.036
2.7725131721,-1.3318430466,6.290,1.205
2.7754013099,-0.4655749341,6.290,0.475
2.7766309422,0.6340244765,6.290,0.436
2.8214077746,-0.7538543526,6.290,0.202
2.8258627645,-1.0029955311,6.290,1.673
2.8439340482,-0.9995904612,6.290,0.226
3.0095008270,0.9902574586,6.290,0.157
3.0479502215,0.5868814327,6.290,1.325
3.0488753263,0.7872903708,6.290,0.566
3.2100606817,1.2662572538,6.290,1.145
3.2519545604,-1.1479004830,6.290,0.965
3.2857917153,0.1796933601,6.290,0.953
3.3544550610,0.4335437278,6.290,0.703
3.3704851663,0.2813906289,6.290,0.173
3.5765320174,-0.6937262583,6.290,1.597
3.9307925031,0.3847681060,6.290,1.179
3.9475637897,-0.7131647468,6.290,1.389
3.9738864652,-1.0720217181,6.290,0.623
4.0246739185,0.2193446133,6.290,-0.008
4.1579645676,0.3037422639,6.290,1.238
4.1723568270,-0.5547682997,6.290,0.462
4.2722548364,-0.3528719215,6.290,1.066
4.4095822489,0.7312318688,6.290,1.086
4.4329727027,-0.5848052643,6.290,1.747
4.4343534327,1.2763220472,6.290,0.259
4.4713390971,-0.3577000503,6.290,-0.035
4.4776277989,-0.3763729768,6.290,0.128
4.7883225175,-0.1703193138,6.290,0.382
4.7911427809,0.2404546727,6.290,-0.040
4.9342269816,-0.3868031899,6.290,0.390
4.9635996096,-0.6950458752,6.290,0.210
5.0043544277,-0.8783045556,6.290,-0.057
5.0599281732,0.6515408255,6.290,0.676
5.1076038721,-0.9618518772,6.290,0.450
5.1628549936,1.0125809861,6.290,0.590
5.3364016981,-0.1685064786,6.290,0.913
5.4166483393,-0.4537840590,6.290,1.224
5.4449134861,0.9146776144,6.290,0.883
5.5860770167,0.3844294640,6.290,-0.106
5.8117150327,1.0312204416,6.290,1.123
5.8738112741,-0.4133366780,6.290,-0.021
5.9161847666,0.8739001057,6.290,-0.071
5.9527709899,-1.0559175306,6.290,0.568
6.1073066404,0.8444066157,6.290,1.123
6.2529879837,0.0364882896,6.290,-0.003
0.2526736317,0.2390379387,6.300,0.895
0.5360878954,-0.4169003132,6.300,1.340
0.6204454702,-0.7539789448,6.300,0.991
0.7113565793,0.8423874429,6.300,1.140
0.7557052859,0.2876906407,6.300,0.457
0.8080362632,-0.1444128597,6.300,1.020
0.8542763533,0.5734578089,6.300,0.366
0.8567911308,-0.1000154591,6.300,1.648
1.0090816977,0.2276970111,6.300,-0.058
1.2733621453,0.2383274173,6.300,0.502
1.3260101481,-0.7285868288,6.300,0.528
1.4165111496,0.5449600732,6.300,1.251
1.4271530312,-0.2077109984,6.300,0.553
1.5151409640,0.7422317767,6.300,1.354
1.5457623706,0.0562980595,6.300,1.283
1.6643001945,0.0395931864,6.300,0.251
1.6712594369,-1.1114804032,6.300,1.612
1.6787520083,-0.7030880737,6.300,-0.049
1.6819282592,0.2569472381,6.300,2.349
1.7138314214,-0.1948901221,6.300,1.096
1.7601175041,-0.6840489578,6.300,0.258
1.7993516400,-0.0927865412,6.300,0.977
1.8036814819,0.1919277499,6.300,0.962
1.9065697870,-0.5392545893,6.300,0.200
1.9432764284,1.4182101483,6.300,-0.031
2.0434534936,-0.9856061930,6.300,1.010
2.0600113606,0.0572004009,6.300,1.464
2.0929471749,-1.0508165069,6.300,-0.050
2.0978931925,0.3458582124,6.300,1.109
2.2112645320,0.4701129639,6.300,0.187
2.2281478296,-0.7808135261,6.300,-0.007
2.3526115496,0.3165131301,6.300,1.511
2.4231901576,1.4692358479,6.300,0.339
2.4474967798,-0.2725824882,6.300,0.468
2.4585382279,-1.0524739216,6.300,1.477
2.4649624041,0.9001342936,6.300,0.774
2.6012497204,-1.2459783366,6.300,-0.056
2.6356517067,-0.3159291342,6.300,-0.060
2.9309719286,0.2513300812,6.300,0.209
2.9516323908,-0.8007572735,6.300,0.403
3.0124983926,0.8143275714,6.300,1.265
3.0398346579,-0.6499115088,6.300,0.062
3.1623381790,-1.0341649460,6.300,-0.034
3.1673089363,-1.1440088482,6.300,0.152
3.2629982558,-0.2902804316,6.300,0.868
3.5887476981,0.7273534311,6.300,0.879
3.6821422164,-0.3913307800,6.300,0.452
3.8421071409,-0.9850771058,6.300,1.173
3.8726018726,-0.7602096724,6.300,1.068
3.8944936650,-0.5336737467,6.300,0.605
4.0062149805,-0.7166524141,6.300,0.176
4.0832844922,0.6697513615,6.300,1.306
4.1164215239,-0.2625538971,6.300,1.124
4.1778699886,0.6928099432,6.300,1.110
4.2396664631,0.5819410162,6.300,1.228
4.2508662303,0.1030066475,6.300,1.148
4.2644894912,-0.9265322143,6.300,0.273
4.3537246450,0.2388838212,6.300,0.433
4.3665516783,-0.8984651320,6.300,0.321
4.4290151342,-0.7346235794,6.300,0.396
4.4337794469,-0.8844419311,6.300,-0.016
4.4964507957,0.9147055828,6.300,-0.025
4.5041539197,-0.6775810567,6.300,1.050
4.5771886925,-0.7674896689,6.300,-0.010
4.6281181458,0.5460695087,6.300,1.075
4.6416319140,-0.1235624638,6.300,0.324
4.7202647309,-0.6349134967,6.300,-0.016
4.7802010104,0.7890514470,6.300,0.641
4.7938490559,-0.7380717990,6.300,-0.144
4.7993699495,0.8961885687,6.300,1.112
4.8254430700,-0.5924645465,6.300,-0.075
4.9037377169,-0.1189986199,6.300,0.479
4.9073055456,0.4117211323,6.300,0.437
4.9445178383,-0.9063745688,6.300,-0.092
4.9917150657,-1.0115921749,6.300,0.857
5.0101539515,-0.4303522759,6.300,0.011
5.0638586280,0.6141108069,6.300,-0.092
5.0946448658,0.6621988068,6.300,-0.120
5.1189101391,1.0499672244,6.300,1.580
5.2055352619,0.8344021179,6.300,-0.126
5.3051177363,-0.5236908914,6.300,1.513
5.3074593763,-0.2153233427,6.300,0.005
5.3075179314,-0.6362349025,6.300,1.467
5.4230984994,-0.6904318250,6.300,1.073
5.4395073845,0.8121312283,6.300,0.064
5.6040217589,-0.8135801081,6.300,0.235
5.8069799310,0.5332504670,6.300,0.227
5.8831763605,1.1184969593,6.300,1.113
5.9213820731,0.2195068407,6.300,1.431
5.9329687052,-0.4943760386,6.300,1.006
6.0231773366,-0.4472728480,6.300,1.124
6.2078350989,0.2851120814,6.300,0.970
0.7124915164,0.0565030357,6.300,0.650
0.0168447494,1.1643472413,6.310,1.629
0.2930299745,0.9337194722,6.310,1.499
0.3504795859,1.3538638094,6.310,0.912
0.4071182633,0.1432695026,6.310,0.800
0.5677949110,0.9397392250,6.310,0.948
0.7541813646,-0.1647806543,6.310,0.196
1.0109644823,1.1956811848,6.310,-0.057
1.0319479686,1.2535235058,6.310,0.333
1.0498801180,0.3018836600,6.310,0.056
1.0760402016,0.9426289985,6.310,0.983
1.1120705865,0.6552431994,6.310,0.958
1.1160130561,0.2687928358,6.310,0.400
1.1328217172,0.1766523960,6.310,1.428
1.3118918631,-0.0360590665,6.310,0.293
1.4972974972,-0.0281564952,6.310,1.467
1.6722056680,-0.5548456226,6.310,0.893
1.7078044690,-0.5736643906,6.310,1.665
1.7877990750,-0.4202066275,6.310,0.054
1.7920388793,-0.1403418596,6.310,0.011
1.8118841196,0.7998217056,6.310,0.945
1.8195126690,-0.1427556273,6.310,0.641
1.8684675698,0.5904865654,6.310,1.356
1.9164941988,-0.5886501020,6.310,1.302
2.0357389862,-0.6592557043,6.310,1.348
2.0404736357,-0.2790901636,6.310,1.791
2.1035678029,-0.6466452399,6.310,1.599
2.1334356592,-0.1979142295,6.310,0.011
2.1783950171,-0.1774258727,6.310,0.329
2.2314540299,-0.6817973375,6.310,-0.133
2.2378964553,1.2098605126,6.310,1.360
2.2550213021,1.3041741894,6.310,0.308
2.4147954984,-0.6739845697,6.310,0.018
2.4658496641,-0.7675365078,6.310,1.526
2.4676412457,0.2894731110,6.310,0.968
2.5298119007,-0.1844860241,6.310,-0.029
2.6405658647,0.9140516523,6.310,0.135
2.6554018687,1.4646519010,6.310,1.549
2.6992868403,-0.6423609615,6.310,1.282
2.7052226805,-0.1581094489,6.310,0.338
2.8475113603,-0.0035195701,6.310,1.503
2.9079754791,-0.8893626307,6.310,1.156
3.1147056515,0.0096362127,6.310,0.207
3.2511392574,1.1135686035,6.310,0.919
3.3252181150,-1.2113903351,6.310,0.750
3.3468365445,0.1038536069,6.310,-0.013
3.3688814466,-0.8394036425,6.310,0.040
3.3927114688,-0.3971234815,6.310,1.069
3.4563635442,0.4233824482,6.310,1.006
3.5216665359,-0.8577195273,6.310,0.003
3.5796175458,0.8817300895,6.310,0.537
3.6484996600,0.5590743108,6.310,0.401
3.7334522746,-0.7854113502,6.310,0.596
3.9860314955,0.4011359787,6.310,0.064
4.1705834469,1.0282044303,6.310,-0.028
4.1759829300,-0.8405887232,6.310,0.381
4.1823032848,-0.6545661478,6.310,1.006
4.3141217727,0.8972342898,6.310,1.052
4.5245658860,1.5540011608,6.310,1.575
4.5378236068,-0.1032800099,6.310,0.850
4.6620534064,-0.4708016045,6.310,0.094
4.7424577567,0.8870255925,6.310,1.051
4.8333806760,-0.4648657390,6.310,0.263
4.8580574871,-0.6757920627,6.310,0.020
4.8744907240,0.2827135778,6.310,0.896
4.9049529960,-0.6408558501,6.310,0.980
4.9809890286,-0.2667319910,6.310,0.963
5.0565645013,0.1678669979,6.310,1.065
5.0748683430,-0.1291651029,6.310,1.455
5.0848998410,0.3538083764,6.310,-0.014
5.0944639549,0.2492763160,6.310,-0.068
5.1576605055,-0.1604595380,6.310,1.341
5.2422981842,-0.7123445495,6.310,0.113
5.7145729134,-0.2220558822,6.310,0.223
5.7923089644,0.3141716402,6.310,1.605
5.8867948311,1.0193438414,6.310,-0.033
5.9687493289,-0.4522502040,6.310,0.913
6.0095464458,-0.0839519909,6.310,0.948
6.0177753310,0.9189949074,6.310,1.414
6.2679098104,-0.4317459000,6.310,0.921
0.0220946140,-0.0087796253,6.320,1.099
0.0394426025,-0.9425115001,6.320,0.738
0.1567017362,0.2305068083,6.320,0.517
0.4530689160,0.5618566485,6.320,0.879
0.4557148364,0.8052895346,6.320,1.419
0.5675810390,-0.7647260364,6.320,0.899
0.7089626174,0.1874784616,6.320,0.064
0.7838203737,-0.5673576338,6.320,0.002
0.8396778635,0.8329736536,6.320,1.425
1.0405913278,0.6778903138,6.320,1.081
1.1147418694,0.1079810417,6.320,0.570
1.2571453506,0.9704486419,6.320,0.320
1.3283521383,-0.6231717125,6.320,0.311
1.4615268807,-1.0677234619,6.320,0.845
1.5292592621,-0.9209732322,6.320,0.746
1.5928007203,0.6626015445,6.320,0.825
1.5932112311,1.0366070716,6.320,1.116
1.6628210501,-0.2062512210,6.320,1.676
1.6643114262,0.3100316203,6.320,1.100
1.6873448440,-0.2548779175,6.320,1.242
1.6960541367,-0.7168918456,6.320,0.390
1.7257537981,-0.3858757774,6.320,1.030
1.7916502428,-0.4499178501,6.320,-0.183
1.8030264728,0.6708698930,6.320,0.516
1.8083562837,-0.7394187117,6.320,2.287
1.8331979974,-0.3518308839,6.320,-0.134
1.8934886700,-0.5295292473,6.320,-0.183
1.9371944660,-0.6254880170,6.320,-0.136
1.9448044134,-0.5539451730,6.320,-0.176
2.0484559029,-0.7810550304,6.320,0.962
2.1019406997,0.4378937759,6.320,0.023
2.1310940002,-1.1135343845,6.320,-0.058
2.1702538274,-0.2842288138,6.320,0.057
2.2148802838,0.7967949318,6.320,0.624
2.2631315196,-0.3444739558,6.320,1.592
2.4234586389,-0.2622341146,6.320,0.013
2.4241693420,-1.0049211711,6.320,1.037
2.5127566918,0.2509711548,6.320,0.027
2.6044746450,-0.4795319015,6.320,0.173
2.7484886360,1.1453938490,6.320,1.141
2.8116465018,-1.0470809698,6.320,-0.310
3.0413248056,-0.5757524232,6.320,0.439
3.0570174209,-1.0920193841,6.320,0.029
3.0588031223,-1.4503675046,6.320,1.080
3.1460823815,-0.0308603179,6.320,1.204
3.2318680292,0.4721908928,6.320,0.394
3.2534591597,-1.5036118433,6.320,1.065
3.3693768188,0.2979965260,6.320,1.622
3.4436974494,-0.1664712162,6.320,1.017
3.4552480965,-1.1048456311,6.320,0.426
3.5538517849,-0.8425081643,6.320,-0.052
3.5744364059,-1.3209312914,6.320,-0.003
3.6785776249,-0.3031115487,6.320,1.380
3.7429460369,0.8377930098,6.320,0.466
3.8143949435,0.5678337374,6.320,0.450
3.9816204164,-0.8415801684,6.320,1.115
4.0550625894,1.0838412503,6.320,1.369
4.0939467041,-0.4922991945,6.320,1.176
4.1262134546,0.0155515648,6.320,1.195
4.1723862838,-0.2513169765,6.320,0.485
4.2195788577,-0.2455903677,6.320,0.660
4.2231069752,-0.4269485377,6.320,-0.038
4.2527308785,-0.3235081045,6.320,1.085
4.2974478248,-0.7914980630,6.320,0.187
4.4085744965,-0.0463272481,6.320,0.401
4.5225425449,1.0589019821,6.320,1.090
4.6001694844,-0.8469522163,6.320,0.953
4.7003408700,0.4188072714,6.320,0.642
4.7391090914,-0.0077864094,6.320,1.014
4.7433899985,0.8676108658,6.320,-0.020
4.7909983857,-1.1908251869,6.320,-0.026
4.8128988101,-0.1783549054,6.320,0.130
4.8996555079,-0.3365729459,6.320,1.591
4.9697812095,0.8867868373,6.320,0.979
4.9994322603,0.5222317294,6.320,1.668
5.0554817765,0.8651502171,6.320,1.123
5.1290721629,-0.1302064955,6.320,1.124
5.2303013609,1.2281349377,6.320,0.868
5.2573248019,1.1872979044,6.320,1.649
5.3122772924,0.7456406086,6.320,1.632
5.3482789570,0.1755102957,6.320,1.571
5.3997416129,0.5510447713,6.320,-0.089
5.4533001369,0.1372559203,6.320,0.019
5.4673275698,-0.4150951958,6.320,0.876
5.5140388534,0.8179162648,6.320,0.259
5.5763615319,-1.1289065361,6.320,-0.064
5.6473882016,-0.7491769798,6.320,1.093
5.7502100408,1.3089395872,6.320,1.560
5.9376067550,-0.0620331733,6.320,0.520
6.0835174551,0.8834488581,6.320,-0.005
6.1062824888,0.6072556074,6.320,-0.053
6.2221888300,-0.7013180626,6.320,0.210
0.0104841171,0.1563260616,6.330,0.182
0.0816342268,-0.7546030605,6.330,1.210
0.3232423941,0.4979350152,6.330,1.684
0.3538087997,1.1284972718,6.330,0.113
0.4422460631,-1.3813966842,6.330,0.947
0.4493000047,1.0719999536,6.330,0.013
0.4506199832,0.7910294447,6.330,1.020
0.4703494054,-0.6485553256,6.330,1.016
0.4703669797,0.8068613428,6.330,0.461
0.6063941962,-0.4528376694,6.330,0.724
0.8205843012,0.9112976880,6.330,-0.019
0.8997012689,-0.7267016872,6.330,0.054
1.1033284795,1.1955706860,6.330,1.169
1.2030089748,0.3470027151,6.330,0.754
1.2496676255,-0.0515663160,6.330,0.041
1.2926765740,0.4292151810,6.330,0.351
1.3431623406,-0.2197833362,6.330,1.617
1.3691565567,0.0097812346,6.330,1.463
1.3944660016,-0.0246421624,6.330,-0.105
1.4163420063,0.0410704742,6.330,-0.145
1.4414058590,-0.1297619354,6.330,-0.194
1.6505624078,0.8091423801,6.330,1.113
1.6833071164,-0.0678764204,6.330,1.018
1.8020743292,-0.4704994378,6.330,1.408
1.9244511188,0.7444861242,6.330,1.404
1.9868871000,-1.2963425565,6.330,0.016
2.0380908575,-0.6864553705,6.330,-0.142
2.0911788498,-1.2783519404,6.330,0.128
2.2133989542,-0.5527934941,6.330,0.897
2.2520356371,0.2672732946,6.330,0.338
2.2859687691,-1.1905166634,6.330,1.501
2.2986889612,-0.6042843822,6.330,-0.127
2.4334467930,-0.9511141852,6.330,1.403
2.4775779941,-1.2528165610,6.330,0.413
2.5113689890,-0.3417947071,6.330,0.069
2.5403979129,-1.1678839300,6.330,0.075
2.6788304621,-0.7035557390,6.330,0.940
2.7236718669,0.0413297119,6.330,0.991
2.7341247677,-0.0172448181,6.330,1.443
2.7898247791,-1.1189617923,6.330,-0.072
2.9394322376,0.7171354828,6.330,1.150
2.9950986380,0.5838232391,6.330,0.454
3.2150036614,1.5085896262,6.330,0.437
3.2373141268,0.8234847764,6.330,1.115
3.2568124214,1.2554123116,6.330,1.028
3.3077200864,0.0572894565,6.330,0.000
3.3354637451,1.4071023174,6.330,0.160
3.3912237073,-0.2106079631,6.330,1.491
3.6082590795,0.1108349531,6.330,0.630
3.7515658595,0.6770839332,6.330,0.053
3.7796171799,-0.7385988494,6.330,1.215
3.8657411627,-0.2698198853,6.330,1.194
3.9633182953,0.8736237647,6.330,1.050
4.0120793897,0.5674921211,6.330,0.234
4.0987146326,-0.4040476326,6.330,0.023
4.1945755148,-0.5565704320,6.330,1.454
4.2282711706,1.0112068176,6.330,0.032
4.3540724284,1.3773905735,6.330,1.141
4.3618053665,-0.1667590427,6.330,0.492
4.4169739983,-1.1812673421,6.330,1.289
4.4332702291,-0.2933246226,6.330,0.952
4.4592417199,0.1474919910,6.330,0.091
4.5213769101,-0.4633176617,6.330,1.144
4.5494346532,-0.6598153865,6.330,0.682
4.6105780943,1.2142383027,6.330,0.596
4.6774421001,-0.0215863285,6.330,1.126
4.7012613484,0.1927636358,6.330,0.130
4.7614607129,-0.3463074897,6.330,0.158
4.9460595074,1.3227391668,6.330,0.021
5.0708751386,-0.7333179998,6.330,1.129
5.0793081973,-1.1933004867,6.330,1.238
5.1318753571,0.3941959333,6.330,-0.059
5.1479548055,-0.4088905058,6.330,0.034
5.1583797094,0.2128125530,6.330,-0.077
5.2297595650,0.6650698062,6.330,-0.090
5.4537644352,0.8143939663,6.330,-0.066
5.5110075907,0.2570874532,6.330,1.680
5.6042931965,0.1775741879,6.330,0.474
5.6747709918,-0.9728112215,6.330,1.060
5.7518276642,-0.0946827453,6.330,0.378
5.8973478139,0.5156184010,6.330,0.209
5.9331749082,0.3435004311,6.330,0.035
5.9663523736,1.0207214468,6.330,0.017
5.9916698967,0.7010527082,6.330,-0.074
6.0526155073,-0.8657903818,6.330,1.452
6.0984772942,-0.2044294092,6.330,0.058
6.1240655778,0.0050845805,6.330,1.583
6.2347478730,1.0468305101,6.330,-0.007
0.0430591437,-1.0872841726,6.340,0.164
0.0659550467,0.5504022262,6.340,1.555
0.3742500788,1.2388327368,6.340,-0.011
0.3758825026,0.6035296246,6.340,0.500
0.4388722159,0.1529042699,6.340,0.401
0.6325647081,-0.0485206903,6.340,-0.011
1.0724111624,-0.3580117556,6.340,0.918
1.1185341191,-1.0637516850,6.340,0.097
1.1518999666,0.4241323171,6.340,0.173
1.2043988237,-0.0630350294,6.340,-0.100
1.2466353762,0.4123863202,6.340,0.058
1.3010638282,-0.0386195568,6.340,0.110
1.3977693762,-0.6056092841,6.340,0.318
1.4116125245,0.0929053785,6.340,0.123
1.5030481342,-0.3512749663,6.340,0.580
1.5456363821,-0.5087147060,6.340,0.370
1.6073853818,0.7165575969,6.340,1.044
1.8296995363,0.1277051684,6.340,-0.106
1.8588111133,-0.5350430887,6.340,-0.131
1.8928375976,-0.3997812477,6.340,-0.184
1.9014850716,-0.4143460577,6.340,-0.018
1.9952698498,-0.4149589925,6.340,0.540
1.9953328811,0.6985747178,6.340,1.600
2.0493056575,-0.2458358982,6.340,1.660
2.0566043435,-0.7521536916,6.340,-0.173
2.0988152943,0.4116026200,6.340,1.160
2.1027715448,0.6180746454,6.340,1.564
2.1050102860,-0.1106038752,6.340,0.615
2.1236009142,-0.8464391111,6.340,-0.172
2.2318092316,-0.9493545634,6.340,1.298
2.2645574378,0.9237168835,6.340,1.319
2.2720942098,-1.0043582618,6.340,0.208
2.3230465036,0.0932060061,6.340,0.122
2.4082369322,0.0954455747,6.340,0.328
2.5839588280,0.0013196425,6.340,0.934
2.6090377468,0.7926290190,6.340,1.096
2.6530207338,-0.6515915308,6.340,0.980
2.6659155995,0.7096789397,6.340,1.277
2.7147467451,-1.0169260715,6.340,0.884
2.7220331614,-1.0114869451,6.340,1.517
2.8203434830,1.0012240858,6.340,1.568
2.8222035631,-1.2079386429,6.340,0.180
2.8516427122,-0.2695804961,6.340,1.176
2.8955401899,-0.2344835909,6.340,0.860
2.9299396026,-1.2467967003,6.340,1.373
3.1039154058,-0.2127174337,6.340,0.410
3.1390926293,-1.0966069074,6.340,0.317
3.1842864803,1.3030866952,6.340,0.511
3.1928544768,0.9957872750,6.340,1.505
3.1992573689,-0.5955983601,6.340,1.449
3.2009923284,-0.5897976951,6.340,0.071
3.2024226692,-1.3713738632,6.340,1.234
3.3355501498,0.7697426244,6.340,0.469
3.4403227835,-1.1832767258,6.340,1.710
3.4854462448,-1.3958448164,6.340,-0.027
3.4996713603,0.7662585122,6.340,0.255
3.5255409621,0.9205841824,6.340,0.259
3.6285767259,-0.6358806772,6.340,0.484
3.6732406753,1.1986689972,6.340,1.412
3.7041892973,-1.0345737879,6.340,0.031
3.8484327552,-1.3441033904,6.340,-0.027
3.8742636948,-0.2241003929,6.340,1.097
3.9189044847,-0.8528204289,6.340,0.708
4.0176766730,-0.0421205644,6.340,1.062
4.4270245163,-0.5338498005,6.340,0.214
4.4806207967,-0.0289058902,6.340,0.209
4.4845279594,0.7071385402,6.340,0.032
4.5018760399,0.1377895872,6.340,1.040
4.5577673224,0.2723769258,6.340,-0.017
4.5580028954,-0.3219392795,6.340,0.046
4.6302852218,0.2649126371,6.340,0.040
4.7327662672,0.4178667162,6.340,0.306
4.7497489035,0.2493153296,6.340,0.181
4.9131852654,-0.3421954793,6.340,1.578
5.0172103243,-0.0074719910,6.340,-0.042
5.0223235434,-0.6807605279,6.340,0.006
5.0736976430,0.1730171095,6.340,0.458
5.1022444771,0.3539481735,6.340,-0.097
5.1781491132,1.1944683966,6.340,0.309
5.2736780935,0.1872016902,6.340,-0.136
5.2881948404,-0.2162882340,6.340,1.209
5.3958549668,-1.1016686253,6.340,0.413
5.4246057887,0.9968272856,6.340,0.282
5.4382449562,0.9249424251,6.340,1.131
5.5146685559,0.7265487087,6.340,0.390
5.5185402037,0.0396149798,6.340,0.965
5.7908310397,1.0269642650,6.340,0.877
5.9776963489,-0.5725632392,6.340,0.317
6.0783991640,0.5138515419,6.340,0.924
6.1049118062,-1.3870552085,6.340,0.913
6.1436090933,-0.6203682900,6.340,1.201
6.2585620405,-0.4719877734,6.340,0.197
0.0662180232,0.4761858550,6.350,-0.002
0.0708237297,1.3430440352,6.350,-0.044
0.0859257917,0.7108631900,6.350,1.179
0.2871960384,0.0856672528,6.350,0.383
0.3600092678,-0.3330298973,6.350,0.493
0.4372855232,0.9401788066,6.350,1.608
