ra_rad,dec_rad,magnitude,bv
1.4645846189,-0.0847543505,5.240,0.269
1.7747336001,0.7605695803,5.240,0.575
1.9135727389,-0.6843485748,5.240,0.026
1.9726546681,0.0334139952,5.240,0.230
2.2596308546,-0.4582361908,5.240,-0.030
2.4190619860,-0.7544620741,5.240,-0.137
2.4290428110,-0.1108832889,5.240,1.172
3.0476072250,0.1419702904,5.240,1.499
3.4530787038,-0.7569240420,5.240,1.049
3.9543849568,0.9521873774,5.240,0.958
4.2492153162,-0.2066076559,5.240,1.394
4.3097601607,-0.1326088778,5.240,1.721
4.3221298612,0.3574292592,5.240,1.274
4.8184352851,-0.7698692016,5.240,-0.163
5.2233557210,-1.0280225168,5.240,0.014
5.4073440114,-0.2610098020,5.240,-0.129
5.4937954742,0.0749550899,5.240,0.457
5.6810970354,-0.4060134592,5.240,0.991
5.8111212402,0.9920339278,5.240,0.534
5.9670718386,-0.3423179706,5.240,0.941
6.2142504868,-0.3189927405,5.240,-0.084
4.7257936895,-0.1427977420,5.240,0.380
0.4456845103,-0.5642120672,5.250,1.044
0.5931418866,0.5822225525,5.250,-0.004
0.7375050241,-1.0961805909,5.250,0.101
1.4115464074,-0.2430781490,5.250,-0.219
1.7119771595,-0.6579315642,5.250,0.982
1.7357013782,-0.5644348505,5.250,1.177
2.0344867495,0.1879414488,5.250,0.018
2.1130257857,-0.5702833417,5.250,1.882
2.6949194860,-0.1408291231,5.250,0.336
2.7536186378,1.4409191767,5.250,0.399
4.0920397794,0.7043002670,5.250,0.886
4.6167985515,-0.9512120107,5.250,0.195
4.7227917615,0.3636154659,5.250,-0.100
4.8119482264,0.3111331473,5.250,1.250
4.9121389696,1.2930368217,5.250,0.953
5.0060500089,0.6300666014,5.250,-0.109
5.5547311770,-0.6880946941,5.250,0.460
5.9405663362,0.7020665237,5.250,-0.137
6.0368656562,1.1730219964,5.250,1.248
0.7386785928,0.3048096922,5.260,-0.066
0.8040524866,-0.1326599804,5.260,0.193
1.1371044170,0.2634653622,5.260,0.225
1.1373982221,1.1369151776,5.260,0.820
1.5184534788,0.1126462762,5.260,0.234
1.7243897746,0.4890816374,5.260,-0.008
2.4185903998,-0.9698729981,5.260,0.980
2.4351617712,-0.8910055769,5.260,-0.062
2.6102399696,0.2172027393,5.260,-0.035
2.6560130474,-1.1486960874,5.260,0.973
2.8471300588,-0.9990335400,5.260,0.130
3.0365511412,-0.8315035249,5.260,0.257
3.0577492075,0.3726754348,5.260,0.984
3.1185060389,-0.4487919986,5.260,0.883
3.6306395012,-0.9217350794,5.260,-0.084
3.7013576492,0.8632078571,5.260,1.637
4.0552922433,-0.8156395559,5.260,1.731
4.0862215018,0.1747105300,5.260,0.925
4.2839637741,1.2061864218,5.260,1.115
4.9731323399,0.4578069214,5.260,1.228
5.7765272299,1.1016504347,5.260,1.557
0.3931428581,0.8204316978,5.270,0.999
0.5459342203,1.3488138474,5.270,0.345
0.5799197479,-0.5362319067,5.270,-0.013
0.6610504051,0.0395697838,5.270,1.271
0.6617852726,-1.3807191806,5.270,0.981
0.8780186807,0.3690862783,5.270,-0.067
1.1580994223,0.3874630587,5.270,0.250
1.6568118512,-0.1365355103,5.270,-0.177
1.7774288352,-0.6619981154,5.270,-0.078
1.9792384119,0.2762273556,5.270,0.055
2.2482435065,-1.0162133286,5.270,-0.133
2.5993045736,0.8695202880,5.270,0.086
2.6763793889,-0.8941840254,5.270,0.257
2.7439912105,-1.1200175339,5.270,1.856
3.0845506671,0.9708950729,5.270,1.276
3.3285083199,-1.1005806162,5.270,0.195
3.5199778143,-0.2217905792,5.270,1.477
3.9022747545,-0.4300875590,5.270,1.336
4.2780101762,-1.3730068162,5.270,1.413
4.4575971394,0.5858768316,5.270,0.028
4.4643129642,-0.9291614157,5.270,0.498
4.9702424768,0.2377530247,5.270,0.573
5.3098213703,0.7045034608,5.270,1.650
5.7199012490,-1.4437172302,5.270,0.756
5.7814386260,1.0958166877,5.270,1.413
5.8170518136,1.5028673194,5.270,-0.030
6.2066688088,-0.2696190344,5.270,1.344
0.4298552640,1.2747891798,5.280,0.972
1.0323979341,0.8848013093,5.280,0.425
1.0538916261,-0.0270466650,5.280,-0.133
1.2407208378,-1.0425328624,5.280,0.206
1.3430599383,0.3563679349,5.280,0.118
1.4736848164,-0.5007295577,5.280,0.486
1.5171934003,0.2425937751,5.280,-0.156
1.6043675596,-0.3345074700,5.280,1.661
1.7009024320,-0.8768374417,5.280,0.371
1.7752246988,-0.2517806876,5.280,-0.024
1.7957289888,0.3798036773,5.280,-0.020
2.1907157329,-1.2810714173,5.280,0.014
2.3005610753,-0.0331094663,5.280,0.058
2.4252654535,0.9903243654,5.280,1.568
2.4322037043,-1.3071523479,5.280,0.021
2.5235845394,0.7023168831,5.280,0.223
3.0793410668,-0.7974432684,5.280,-0.118
3.1453131222,-0.3431139662,5.280,-0.192
3.2280384199,0.8549346713,5.280,1.623
3.9901982239,0.5090129664,5.280,0.062
4.3107672470,-1.1180219937,5.280,0.383
4.3546301379,0.9776555994,5.280,1.055
4.5678160582,-0.8001118100,5.280,-0.058
4.8605795097,-0.5762476757,5.280,-0.115
5.0519281296,0.2023782904,5.280,0.196
5.1599211565,0.2064128100,5.280,0.575
5.2195708594,0.1993815419,5.280,0.014
5.3206074117,-0.3336813534,5.280,1.394
5.8668624975,-1.2610948460,5.280,0.660
6.2221656157,-0.3259985312,5.280,0.299
0.0437973202,-1.4350803420,5.290,1.049
0.0530859466,-0.3130820064,5.290,1.478
0.4609667223,-0.4372505284,5.290,0.395
0.5219996420,1.1278597203,5.290,0.002
0.6062832181,0.4999089673,5.290,0.037
0.6193466061,0.0069058391,5.290,1.648
0.6464977117,0.5178275020,5.290,0.311
1.1063281277,0.1346703888,5.290,0.366
1.1611022557,0.5487125131,5.290,0.986
1.2566550662,0.9905997225,5.290,0.246
1.3961923999,-0.2149475099,5.290,-0.104
1.4933614377,-0.6050674638,5.290,-0.032
1.5482596439,-0.9186624417,5.290,0.295
1.8141917976,-0.4004036507,5.290,-0.163
1.9148643184,-0.4640106938,5.290,0.956
2.5825809130,0.4257795180,5.290,0.229
3.2677440287,0.4522645777,5.290,-0.056
3.7299758205,0.1762889058,5.290,1.007
4.7787774560,-0.3617765545,5.290,0.007
4.9514719546,-1.5290104112,5.290,1.304
5.6149862693,0.8523344788,5.290,0.108
5.6378405273,-0.7187145495,5.290,1.109
5.6988173498,0.4005335113,5.290,1.381
5.7804884515,-0.0158186759,5.290,0.231
0.1794188984,0.6886836049,5.300,0.891
0.6868110401,-0.9170498465,5.300,0.289
0.7011184567,0.4723025473,5.300,0.081
0.9269351524,0.8038438784,5.300,0.398
1.2338340121,-0.8810654860,5.300,0.977
1.2344073180,0.7568644361,5.300,0.028
1.3208508358,-1.2446693389,5.300,0.996
1.7714651735,-0.2582411369,5.300,0.075
1.8861053324,-0.7068375493,5.300,0.072
2.0250848446,0.4500184682,5.300,1.535
2.0871703689,0.0388295046,5.300,0.933
2.1282730081,0.3766737460,5.300,0.642
2.3097779078,-0.0600920935,5.300,-0.080
2.4164238598,0.7542933331,5.300,-0.130
2.5338237033,-1.0120039109,5.300,0.195
2.6620553069,-0.2236800575,5.300,0.368
3.0066300535,0.6865597208,5.300,0.019
4.5525161677,-0.4911850682,5.300,1.549
4.7960687453,0.4266642235,5.300,1.508
5.1518761026,-0.2843711645,5.300,1.109
5.2353582226,-0.6055908356,5.300,0.170
5.3092250353,0.4305919531,5.300,0.951
5.3371218483,0.0932527183,5.300,0.983
5.4902495897,0.3896605959,5.300,1.419
5.4937493742,0.0749353869,5.300,0.464
5.5351389130,-0.3698993092,5.300,0.000
5.6171506176,0.6478103388,5.300,-0.140
5.6821703735,0.0991370988,5.300,1.653
6.0547850175,0.8096099086,5.300,1.409
6.1986938193,-0.5597816293,5.300,0.965
6.2509770520,0.1910667751,5.300,0.186
0.5829561404,0.8912666629,5.310,0.926
0.6077245596,0.8269365289,5.310,0.006
1.5117002449,-0.8132742193,5.310,1.040
2.0248860749,0.8802357515,5.310,-0.001
2.3293307627,-0.8293940347,5.310,0.275
2.4301587275,-0.6876865823,5.310,1.166
2.9490173661,0.2322610527,5.310,1.189
3.0589089132,0.5969311474,5.310,0.723
3.0888619395,0.1439180140,5.310,0.038
3.2028759852,-0.7980329389,5.310,1.400
3.4652711967,-0.3478606406,5.310,0.862
4.3270907656,-0.7298468570,5.310,0.299
4.5832198978,-0.0185514824,5.310,0.715
5.0172916457,-1.1942319007,5.310,0.901
5.5664979906,-0.2647926303,5.310,1.639
5.8684003899,-1.0087551949,5.310,0.665
0.3082895818,1.2004133863,5.320,-0.014
0.7971991060,-0.1341367866,5.320,0.941
0.8867136861,0.8589335862,5.320,-0.076
1.0635312522,0.0948695419,5.320,-0.080
1.2096348607,0.0174238685,5.320,-0.107
1.4585696879,0.0657447219,5.320,0.051
2.0465204508,-0.4348000460,5.320,0.751
2.2037502206,-0.4196855788,5.320,1.476
2.8329188126,0.1840484963,5.320,0.035
3.0651182609,1.1649183691,5.320,1.267
3.2445252875,-0.6180678167,5.320,-0.066
3.5134965494,-1.1254780841,5.320,0.411
3.8803797959,-0.2469470154,5.320,0.066
3.9084252946,-0.5908949171,5.320,0.046
3.9932662758,0.0862081249,5.320,1.092
4.2868194474,-0.8652008014,5.320,-0.047
4.5049718101,0.1847460271,5.320,1.593
5.2003976721,-0.6959389962,5.320,-0.045
5.2441636354,-1.1683926204,5.320,1.218
5.2848478598,-0.6300850146,5.320,0.868
5.5107286361,-0.6742459469,5.320,0.424
5.9794076714,-1.3984249103,5.320,-0.126
0.2865942183,0.3747777155,5.330,0.003
1.1313138365,-0.7726209429,5.330,1.066
1.2801097436,0.0437767853,5.330,1.632
1.2862917458,0.1357708597,5.330,1.214
1.3433867250,0.1483255644,5.330,0.338
2.1262502735,-0.3587409400,5.330,0.100
2.1808605615,-1.2481705767,5.330,-0.063
2.2212771624,-0.8365175139,5.330,-0.140
2.2322566096,0.3158072112,5.330,1.567
2.2371120319,0.3567655753,5.330,1.252
2.8199116855,-1.1259914755,5.330,-0.096
3.4787050342,0.2386868856,5.330,1.304
4.8122419483,-0.6400044807,5.330,-0.121
4.9665341734,0.3030050756,5.330,0.731
5.1837119047,-0.9837131447,5.330,0.196
5.2362283384,0.3057207906,5.330,1.576
5.8219843068,-0.3678205686,5.330,0.812
6.1674185757,0.3926776955,5.330,1.481
0.5290335077,-0.5236307180,5.340,0.883
0.7579532911,0.6691153978,5.340,0.423
0.9846887593,0.1055922638,5.340,-0.099
1.1327699029,0.3800191092,5.340,-0.107
1.3927159435,0.0453053690,5.340,0.412
1.4516305709,-0.0277826936,5.340,-0.188
1.4529534391,-1.1209816459,5.340,1.039
1.6380735233,0.2817515569,5.340,-0.101
1.6657801274,0.9329165153,5.340,0.448
1.7401791969,0.6964310294,5.340,-0.075
1.7751091177,0.9977903545,5.340,0.964
1.8024200842,1.0375728146,5.340,0.675
1.9859521497,0.5403700673,5.340,1.010
2.1503029375,1.1950980055,5.340,1.037
2.3150872386,-1.1657574328,5.340,0.423
2.4616159065,-1.4099969776,5.340,0.454
2.7204825942,-0.6633968437,5.340,0.251
3.1618765765,-1.1925644915,5.340,-0.012
3.1775695781,-0.8498442244,5.340,-0.010
3.3857305218,-0.9919719491,5.340,0.010
3.7734476117,-0.4329517925,5.340,0.962
4.1093351663,0.2242316570,5.340,0.033
4.4199057613,0.5532985856,5.340,0.319
5.1255417676,0.7402379181,5.340,0.060
5.4701656979,-0.6948132110,5.340,1.318
5.7165857712,0.3016950208,5.340,0.394
5.8154241396,0.6039640664,5.340,1.134
5.8328935961,-0.2239508083,5.340,1.132
6.0086231488,0.8496972777,5.340,-0.102
0.2213360798,1.1213312749,5.350,0.528
0.2444544785,-0.1966379788,5.350,1.505
0.3763557431,0.3346205560,5.350,0.395
1.2480369586,0.2043011032,5.350,0.197
1.5995285125,0.6716488454,5.350,0.251
1.6143571910,1.0286219102,5.350,1.096
1.9405047455,-0.5551701227,5.350,1.071
1.9631987713,0.8669480210,5.350,0.470
2.2733687154,0.7999543825,5.350,0.993
2.4972226436,-0.7094647314,5.350,0.897
3.5912849168,0.0617480473,5.350,1.091
4.0187657509,0.0124849803,5.350,1.191
4.1653633485,0.7529100299,5.350,1.645
4.2242479522,-0.4594872262,5.350,1.643
4.3184047819,-0.8070965946,5.350,0.488
4.4303852825,0.3217202507,5.350,1.407
4.6104067989,0.8479792905,5.350,1.142
4.9579682044,-0.7454419150,5.350,0.998
5.0295088313,-0.1385707285,5.350,0.094
5.8477195742,-0.1365039807,5.350,-0.048
6.1170104667,0.5552322501,5.350,-0.101
6.1921618430,0.8808979167,5.350,-0.061
0.1742108023,0.3741723256,5.360,1.160
0.2031096947,0.2700985051,5.360,1.559
0.2936964183,-1.0781821928,5.360,0.884
0.6322421017,-1.0526420609,5.360,0.395
0.6639102191,-0.0180623439,5.360,1.004
1.0653689608,0.0493395349,5.360,0.505
1.2215889951,0.9332802704,5.360,0.331
1.4552734597,-0.0201772768,5.360,-0.175
1.5331251238,-0.1312139036,5.360,-0.195
1.6268691697,1.1470028421,5.360,1.344
1.6530146351,-0.1638867361,5.360,1.239
1.8951412290,0.0543044173,5.360,1.193
1.8995780051,-0.5355795301,5.360,-0.155
2.0314940941,-0.5964202519,5.360,0.589
2.0811453623,-0.7592253977,5.360,-0.166
2.1447918207,-0.1356563972,5.360,0.892
2.4226517957,0.2607784869,5.360,1.319
2.5470102087,0.2447246920,5.360,1.610
2.8042037811,-1.0335099626,5.360,0.213
2.8181174442,0.5355073906,5.360,-0.050
3.1413681097,0.0637952194,5.360,-0.001
3.5038296325,-0.3095389192,5.360,0.987
3.8627981607,-1.0973870751,5.360,0.308
4.0349840489,-0.6930749317,5.360,-0.093
4.0967645429,-0.3368815663,5.360,0.883
4.5385712130,0.4457152527,5.360,0.063
4.7871133796,-0.9777919401,5.360,-0.050
4.9596800069,-0.6517625065,5.360,-0.147
5.4435030444,1.4059021862,5.360,1.144
5.8392491054,-0.9359689996,5.360,0.614
6.2027903424,-0.3146318472,5.360,1.580
0.4624584694,-0.1000649465,5.370,1.517
1.3212651282,-0.8578538860,5.370,0.421
1.4636861415,0.4195699742,5.370,-0.092
1.5997932480,-0.0731962473,5.370,-0.122
1.6391931877,1.0471796690,5.370,1.339
1.6819624009,-1.2163251689,5.370,0.971
1.9350603785,-0.4858000666,5.370,1.539
1.9415464070,0.2036716085,5.370,0.105
2.0952496714,1.2901110644,5.370,1.424
2.6224089449,0.5571731853,5.370,0.676
2.9345593464,-0.8569740474,5.370,0.175
3.2723003581,1.0193725039,5.370,0.205
3.4030425626,1.1623416670,5.370,1.282
3.9177636478,-1.3380157487,5.370,1.442
4.2640824399,1.0429218993,5.370,1.551
4.2936028595,-0.6840465483,5.370,0.625
4.7248315903,-0.4238090119,5.370,0.495
4.8480042802,-0.5757686639,5.370,0.182
4.9146004292,-0.3908171986,5.370,1.591
4.9147203939,1.3165710399,5.370,0.049
5.8029072900,-0.5936731639,5.370,0.241
5.8120929328,1.0604462573,5.370,1.184
5.8488584284,0.1010458011,5.370,-0.037
6.0417192947,-0.9418652734,5.370,1.453
0.0898743921,0.1429472008,5.380,1.343
0.1081738009,1.0791555321,5.380,0.008
0.1422065626,0.3542026405,5.380,1.069
0.1853196904,-1.1426326776,5.380,0.515
0.6797191213,0.6054121030,5.380,1.652
1.0585963601,-0.0046935924,5.380,0.516
1.1373010745,-0.3602293568,5.380,-0.027
1.1457317341,0.4473159175,5.380,-0.041
1.2178148612,0.1373744536,5.380,0.257
1.3919020578,0.5890205871,5.380,-0.167
1.9226845244,-0.9090708685,5.380,-0.069
2.0754797747,0.3470407411,5.380,-0.035
2.4316317475,-1.1988604069,5.380,0.415
2.4774062401,-0.1059622053,5.380,0.642
3.2411818864,-1.0066383992,5.380,-0.098
3.2615016768,-1.0296003785,5.380,1.543
3.3563978868,1.4558297565,5.380,0.033
3.5867318872,-1.0260280703,5.380,-0.029
3.7976155969,-0.8642699062,5.380,0.056
3.9107913284,-0.9217004849,5.380,0.142
4.0221534806,0.5748014061,5.380,-0.051
4.1621677679,-0.4281843693,5.380,-0.011
4.5407323888,0.5666690206,5.380,0.619
4.8419054800,-0.0346501573,5.380,0.961
4.8605017397,0.9137412425,5.380,1.091
4.8714926382,0.1592175077,5.380,0.387
4.9195704896,-0.0995735983,5.380,1.280
5.0455827099,-0.7935319766,5.380,1.349
5.1957567547,-0.1878587163,5.380,0.402
5.2637529134,0.6278380075,5.380,0.850
5.3592133844,1.4210943488,5.380,1.010
5.5029450235,0.8055702105,5.380,-0.206
5.6032045618,-0.3639337639,5.380,1.176
5.8082993864,0.8870355404,5.380,0.152
0.2741032622,-0.8097858461,5.390,0.900
0.7413415587,-0.4876795767,5.390,0.013
1.0296110383,0.8355138953,5.390,-0.073
1.0944569200,0.4621797956,5.390,0.352
1.2410619752,0.1945367816,5.390,0.251
1.3083026028,-0.1791288131,5.390,0.797
1.6454542153,0.1735274487,5.390,0.106
1.7753402523,-0.8947546822,5.390,1.330
1.7844346562,-0.2643253252,5.390,-0.096
2.1152783213,1.3871809159,5.390,-0.040
2.4938149666,0.6126676845,5.390,1.543
2.9846822493,0.0245701417,5.390,0.938
3.0264892779,-0.7083704532,5.390,0.117
3.8281002149,-0.8051804059,5.390,0.927
3.8346513911,0.7750047302,5.390,0.030
4.1281136155,-0.0314891037,5.390,-0.035
4.1933487177,0.5812558890,5.390,0.612
4.2317338934,-0.0605058379,5.390,1.446
4.4284215846,0.3657946206,5.390,0.966
4.5470101516,-1.2238808618,5.390,-0.042
4.8002947941,-0.2763152380,5.390,1.473
4.9751828361,0.8819753716,5.390,-0.182
5.1262448953,0.5142255605,5.390,0.581
5.1898308371,-1.2654226707,5.390,0.234
5.3841255858,0.2273684856,5.390,0.093
5.6185096951,0.4818608531,5.390,0.049
6.0651253692,0.1714276742,5.390,-0.068
0.2750738056,-0.0844146046,5.400,1.106
0.7092838532,-0.8866323868,5.400,0.561
1.0001982290,1.2369331642,5.400,0.096
1.1422900793,1.0600366354,5.400,1.497
1.1808142550,0.2395360069,5.400,0.263
1.4275406703,0.3134998176,5.400,-0.090
1.4775729958,0.5321929918,5.400,0.450
1.7302639063,0.6710005578,5.400,2.773
1.9330029027,-0.5571750898,5.400,-0.161
2.3310855582,0.5337062393,5.400,1.050
2.4803601528,0.1580705900,5.400,0.605
2.4812757555,0.7958960226,5.400,0.993
2.5117907024,0.6250047342,5.400,0.770
2.9398290978,-0.0012130372,5.400,-0.020
3.5275382214,1.0462513503,5.400,-0.010
3.7806279991,0.3355727056,5.400,0.231
4.0644951841,-1.2808899955,5.400,-0.146
4.2869081916,0.5882366673,5.400,1.523
4.2964018595,-0.5184441721,5.400,0.625
4.9085316112,-0.6926546508,5.400,0.850
4.9868782506,-0.0645594959,5.400,-0.005
4.9956535240,0.9319474247,5.400,-0.014
4.9958356537,-0.0703615519,5.400,1.120
5.2601894566,1.0820241949,5.400,1.191
5.5761295595,-0.3138998738,5.400,-0.118
4.3689493029,0.5515451049,5.400,0.650
5.5609832754,0.1746392895,5.400,0.650
0.0504996266,-0.4851969350,5.410,1.346
0.1975994084,0.9637951715,5.410,0.022
0.4188039959,-0.2687838970,5.410,1.226
1.7952879485,-1.2385451727,5.410,-0.110
1.8617402933,-0.1971177289,5.410,0.033
1.9352716980,-0.5620321030,5.410,-0.169
1.9595465067,-0.6773983224,5.410,-0.148
2.0126421332,-0.6725370068,5.410,-0.130
3.3061097783,-0.4736629444,5.410,0.334
3.6103146388,-0.3117129938,5.410,1.623
3.7492783798,0.2269678322,5.410,0.385
4.1192970239,-0.2735425519,5.410,0.238
4.1623095216,-0.4184966957,5.410,-0.033
4.3134344407,0.0116064745,5.410,1.461
4.4856464703,0.6271870957,5.410,0.309
4.5763736401,0.0057704995,5.410,0.237
4.7959856469,0.1267068301,5.410,1.084
4.8090147615,0.4064029958,5.410,1.633
4.8721843808,0.5841448825,5.410,-0.101
5.1462836655,0.7473199274,5.410,-0.063
5.1956117575,-1.0331243810,5.410,0.082
5.4201656124,0.8785992624,5.410,-0.107
5.4511168459,-1.2003767427,5.410,1.122
5.5557702403,-0.4820482908,5.410,1.425
0.0408016535,-0.4884814968,5.420,0.414
0.1240999512,-0.6966482105,5.420,1.556
0.2084234706,1.3063365830,5.420,-0.066
0.3342514976,-0.0436396578,5.420,0.888
0.3694849750,-0.7241815870,5.420,1.030
0.4943169728,0.7108689311,5.420,1.311
0.5375359506,0.0022428662,5.420,0.146
0.6204933865,-0.0154435825,5.420,0.335
1.1652183279,1.4106476944,5.420,1.179
1.7183844485,-0.6323682038,5.420,1.419
1.7660884578,0.5056381437,5.420,1.445
1.9802974336,-0.6342245766,5.420,-0.078
2.2319070169,-0.3416911667,5.420,-0.061
2.3911049465,0.5175640458,5.420,0.888
2.6907695847,0.2396046345,5.420,1.650
3.0862623768,-1.0069938640,5.420,1.664
3.2884124338,0.5802798017,5.420,1.011
3.3385114217,0.7930820816,5.420,2.994
3.7903986173,-0.1204370778,5.420,1.490
4.2958193996,-0.6556511543,5.420,-0.104
4.8851159510,-0.7537357640,5.420,1.654
5.4010027683,0.1985779060,5.420,0.050
5.6189530835,1.1660386900,5.420,-0.099
6.0592683829,0.0371385615,5.420,0.908
0.5225951186,-0.3634567622,5.430,1.640
0.5255493562,-0.1487696506,5.430,1.391
0.6197031517,-0.1881034459,5.430,0.364
0.7159601848,0.7731291961,5.430,0.904
1.3496952034,0.1715585091,5.430,0.249
1.4406388449,1.1007306457,5.430,1.704
1.7096999583,-0.1423880611,5.430,1.373
2.2973294932,-0.8013243704,5.430,0.238
2.3417820987,-1.4951040537,5.430,0.306
2.5583957806,-1.3399960769,5.430,0.901
2.7584764803,0.2467419012,5.430,1.696
2.9011878599,-0.6249095202,5.430,0.021
2.9178999814,-0.4901001554,5.430,0.069
3.3491662776,1.1657107162,5.430,1.567
4.0091045525,-1.0558602189,5.430,-0.089
4.0963957292,-0.9140759581,5.430,0.005
4.1704338633,0.6622993551,5.430,0.352
4.1825991990,-0.4333912267,5.430,-0.092
4.2416820541,-0.1491833415,5.430,0.118
4.4933464989,-0.1836662567,5.430,0.465
4.6913826656,1.2567265391,5.430,0.340
4.8723102081,0.1164449680,5.430,0.386
4.9404764854,0.3739392677,5.430,-0.068
5.7632388933,-0.4966113863,5.430,-0.095
5.8059455146,-0.2018462718,5.430,-0.117
5.9767547334,0.9756875130,5.430,1.167
5.9822728166,-0.6834156697,5.430,1.444
6.0190191785,0.0168062478,5.430,0.982
6.2344741212,1.0858481525,5.430,0.670
0.2523565330,0.5060096384,5.440,1.076
0.7740361005,-0.4164733231,5.440,0.238
0.8740913031,1.3567271627,5.440,0.211
0.9963514099,0.4087779227,5.440,-0.067
1.0924686139,-0.1208440206,5.440,0.941
1.3629895678,1.2906129350,5.440,-0.108
1.3935092107,-0.8832407508,5.440,0.517
1.4827911647,-0.5694872504,5.440,0.913
1.6395160718,0.2190574417,5.440,0.015
1.7725572410,1.3886679181,5.440,0.525
1.8082094733,-0.0196697834,5.440,0.167
1.8823096449,-0.0052696339,5.440,0.310
2.0641069460,-0.6346675038,5.440,1.161
2.3384174575,0.2029123833,5.440,1.462
2.3428574941,0.5743953590,5.440,0.181
2.5185582603,-0.9366921723,5.440,0.137
2.8224923220,-0.3018873968,5.440,0.112
3.1339738934,-0.9829224869,5.440,-0.062
3.4388190060,-1.1398051176,5.440,-0.033
4.0849511286,-0.7748707394,5.440,1.497
4.2164035674,1.1835100967,5.440,-0.019
4.2729764668,-0.7448011941,5.440,0.099
4.6984077948,-0.0712412579,5.440,1.162
4.8297631817,-0.8398043100,5.440,0.855
5.2937204700,-0.0176162932,5.440,1.430
5.3726189269,0.8590562451,5.440,1.566
6.0439142503,-0.1342821651,5.440,0.312
6.1064562648,0.8486719701,5.440,1.014
0.1629861603,0.6178378526,5.450,0.886
0.1708889384,0.8614000708,5.450,1.644
0.2400048770,-1.2134765380,5.450,1.095
0.6929680587,0.3832988826,5.450,0.168
0.8091557013,0.4407859475,5.450,-0.031
0.9808906154,0.4239312275,5.450,-0.034
1.0644038246,0.1430693389,5.450,0.371
1.0877645022,-0.2859874660,5.450,-0.147
1.1118145444,-1.0854518743,5.450,1.106
1.2219790023,0.2128884434,5.450,-0.121
1.4523616463,-0.6721851374,5.450,1.224
1.8176498337,-1.3861438593,5.450,0.041
1.8219719561,-0.4298892721,5.450,0.390
1.9713781703,0.2982077569,5.450,1.126
2.2072534303,-0.7357098883,5.450,-0.142
2.2572081501,-1.0969999164,5.450,1.013
2.2662993282,-0.9326998927,5.450,-0.132
2.3681402134,0.4267838815,5.450,-0.041
2.4874662908,-0.8991441343,5.450,-0.078
2.8524288472,-0.0371616377,5.450,0.966
3.1898686670,-0.4119399846,5.450,0.055
3.2653996979,-0.6813969949,5.450,-0.073
3.3814581292,-1.4856830511,5.450,0.991
3.9400282850,-0.5697329550,5.450,-0.127
3.9761496140,-0.9659704913,5.450,1.118
4.1651275318,0.3544932688,5.450,1.588
4.2617504027,-0.9391810294,5.450,1.696
4.7817246434,-0.7715482877,5.450,0.962
5.0854284362,-0.4182237637,5.450,1.442
5.1390723439,-0.0811166184,5.450,0.429
5.5360410633,-1.5525837960,5.450,0.283
5.7437893738,-0.6501989337,5.450,0.084
5.8220365606,-0.4846239594,5.450,-0.121
5.8899749952,1.3757432957,5.450,0.093
6.0103301252,0.3624845040,5.450,0.666
0.2398445862,0.4123922444,5.460,1.012
1.0662269828,0.4207289427,5.460,0.813
1.1310619939,0.8735145140,5.460,0.235
1.2188004084,-0.2506151790,5.460,1.054
1.3973304612,0.7170896798,5.460,0.122
1.4405855991,-0.8216600771,5.460,0.615
1.4453167933,0.0574585582,5.460,-0.176
1.5092765417,0.8696322082,5.460,0.030
1.5283845831,-1.3851170743,5.460,-0.076
1.5993104312,-0.4033603524,5.460,0.064
1.8776340182,-0.4798175407,5.460,0.998
1.8910204724,0.8976009311,5.460,1.640
1.9034673152,-0.2720215889,5.460,0.079
2.2747155666,-1.3781706070,5.460,-0.101
2.4744724198,-1.2496888183,5.460,1.079
2.4940979327,-1.2755025455,5.460,1.556
2.8155335079,-1.4044594124,5.460,0.957
3.0209284892,1.0660910955,5.460,0.515
3.0437095078,-0.8333477562,5.460,1.230
3.3336176319,-0.4943463028,5.460,1.346
3.3829890998,-0.7490208272,5.460,1.668
3.5757796776,0.9236493287,5.460,0.113
3.6112743784,-0.8782615884,5.460,1.351
3.6944856457,-0.1625515052,5.460,0.347
4.0417024387,0.5992761857,5.460,1.410
4.0461191582,-0.6417149770,5.460,-0.150
4.2466354533,0.0876344902,5.460,1.472
4.3475106879,-0.7480282440,5.460,0.338
4.4245432488,-0.7296591358,5.460,0.176
4.9254998397,-0.7623606441,5.460,0.133
4.9518028699,0.7261044854,5.460,1.034
5.0515381642,0.4018714855,5.460,0.020
5.0640500158,-0.0155711465,5.460,-0.041
5.1045197551,-0.4709878318,5.460,1.120
5.1381341049,-0.2496135123,5.460,0.501
5.2239061913,0.7045514381,5.460,-0.090
5.6625335923,0.3371733057,5.460,0.321
0.2298469672,-0.4189810175,5.470,1.275
0.7846556345,0.8241565681,5.470,0.869
0.9256494929,0.8381677752,5.470,-0.101
1.1781388011,1.4545640158,5.470,0.855
1.1809252160,0.2738749576,5.470,0.258
1.2744679044,1.1083786845,5.470,1.559
1.2879915918,-1.3078947950,5.470,1.518
1.4367331793,0.4389540611,5.470,-0.042
1.5159781660,0.3094318838,5.470,0.301
1.8691050490,0.2780427266,5.470,1.020
2.0713211478,0.8301588038,5.470,1.462
2.2453777027,1.1369977101,5.470,0.207
2.3110458100,-0.7037195082,5.470,0.066
